,tweet,topic,sentiment
752,Omicron Variant Surfaces Amid an Airline Travel Rebound https://t.co/OiRVSiDGX7,,
753,"@AlboMP Did your scheduled tweet from 2020 get sent again? Because at 87% vaccinated nationally in late 2021 you can’t STILL be banging on about this? A cynical ploy at people’s current fears. Stop it. BTW, hotels worked (past tense) just fine all over the world. Procedures.",,
754,"GARTMAN : BUY THE DIP, OMICRON VARIANT NOT A BIG DEAL",,
755,Surely Perth is the approved and recognised quarantine facility for South Africans? https://t.co/Aj5lJiIGJS,,
756,@CoralieAnn @ianjchappers @drbarnesbangor What if the person who made the mask has covid? 🤔,,
757,"If another lockdown happens and you stick to it more fool you. A whole load of shite. I’ve spent enough of my life living by this nonsense, they can now go fuck themselves.",,
758,@TRTWorldNow But how is this possible. You need a negative covid test for international travel ?,,
759,@PoppyisRoyal @warmdurian @ellicock @Monsoon0802 He does have Covid &amp; is now in hospital. He couldn’t have walked downstairs to a cab.,,
760,It’s official…I blame Covid on the folks opening ancient Egyptian tombs and unearthing tablets from the Dead Sea.LEAVE THE SHIT ALONE!,,
761,"Errata corrige: Omicron Covid variant says Fed Chair Powell poses risk to world economy - inflation pressures to persist ""well into next year""#USA #Omicron #rascal https://t.co/YhjnNg6WFr",,
762,Aspirants who gave their last attempt prior to 2020 were in an advantageous position. COVID warriors demand equity and justice #UPSCExtraAttempt@PMOIndia@DoPTGoI@smritiirani@AmitShah@DrJitendraSingh@BJPMahilaMorcha#2 YEARS RELAXATIONhttps://t.co/iCWwzHVdwt https://t.co/9xRdROwB2x,,
763,"Coronavirus: Quarantine, genome sequencing for those arriving from South Africa in Mumbai #Maharashtra #Mumbai #COVID19 https://t.co/4EX7E0ACpm",,
764,@AtomsksSanakan @maurakeaney @hormonedietdoc @CodySowers423 @hayley7336 @FatEmperor What because the have a # saying “get vaccinated” at the end?,,
765,PLEASE GET VACCINATED TODAY!!,,
766,@joncoopertweets @thomaskaine5 I’m OK with fewer GQP voters.Counties that strongly supported Donald Trump have far lower vaccination rates than counties that strongly supported Biden. And since June 30 the Trumpiest tenth of the country has had 12 times the Covid,,
767,Where did Tom Voltaire Okwalinga go? Was he chwezed or COVID? https://t.co/UdHnBSYJYn,,
768,Omicron variant | Centre urges States to step up testing facilities https://t.co/2AiCbV7rL7,,
769,"@UFOApostle @skinnyb0b @JeremyCorbell What does that gain them?They want us informed and peaceful. Quarantine is a different animal. We are under planetary #quarantine. The Covid quarantine gives you some idea what that's like.Any ""#SpaceForce"" that attempts violence on another planet will be chastised.",,
770,"LATAM Airlines, Latin America's largest carrier, filed a plan to exit bankruptcy. It filed for protection from its creditors in May 2020 as first wave of pandemic broke over the travel industry. The plan, envisages the injection of $8.2bn of new financing. https://t.co/P91B9EEcAm",,
771,"@ConceptualJames Just like the mask is the hijab or yarmulke of this inchoate religion, the vaccine is the Holy Communion. Therefore it makes perfect sense that it would be given immediately before death.",,
772,"Don’t panic unless your Doctor is Panic, and if Your Doctor is Panicked you won’t have anything left to be Panicked ... #covidvariant #Omicron",,
773,"@Michael_g_Lewis @AllisonPearson Worst, when youre fully vaccinated here, they dont test you anymore at the airport...so 1+1=2...in a world where 2+2=5.",,
774,"The next couple of weeks, whilst we wait for clearer evidence about whether Omicron is actually more dangerous or not, are looking excruciating. A lot of people are taking a big risk re credibility if evidence that it is a genuinely increased new risk doesn't emerge",,
775,Big Pharma unveils plans to tackle new ‘Omicron’ strain https://t.co/73l6G7gwpD,,
776,"@dyxzu @afowler06 I'd suggest sir... Go and get another jab, bend over and let Boris enter you physically, as he's mentally deep inside you",,
777,"Rabid dog raskin using rigged #'s to push his IMO, 'Jab all' agenda.I wonder what is his cut from big Pharma?https://t.co/etpPwhUGC9",,
778,Judge Blocks Biden Administration’s COVID-19 Vaccine Mandate for Health Care Workershttps://t.co/e4UXscHDUy,,
779,China is going to deliver another 1 billion Covid vaccines to Africa. Talk about a Hobson’s choice. Even I’d be an anti vaxxer if I could only have the Chinese jab.,,
780,@THESLUMPGOATTT2 They told us that even if you do get covid exams won't be online they'll wait till you're good and then you'll do them all at once🥰🥰,,
781,@BretWeinstein I'd bet on Omicron being sourced here: https://t.co/df55Tim55e    which means it isn't all that new.,,
782,Here We Go... Two Omicron-Infected Individuals Arrive in Australia - Both Victims are FULLY VACCINATED https://t.co/DGiQ0UDi7Q via @gatewaypundit,,
783,[HowWeFeel] Help scientists track the spread of COVID-19,,
784,The Guardian: Covid live news: Omicron variant detected in Canada as Fauci warns two weeks needed to study new strain.https://t.co/Ldh8t13C85via @GoogleNews,,
785,@GBNEWS Get your new jab now! BOGOF deal,,
786,"NY Gov. Kathy Hochul issued a state of emergency order on Friday in response to the identification of the COVID-19 omicron variant.The emergency order is intended to increase hospital capacity in New York and will last until at least Jan. 15, when it will be reassessed.",,
787,"@bunny_peculiar @NeuroRebel 100% to this. Long Covid has amplified this to the max, but I think I had previously been unaware or ignored the signs of the toll things take on me.",,
788,"As fantastic as it was, and as lucky as we were, to be able to get over to Sweden, I hope that next time we do it masks and Passenger Locater Forms and Day 2 LFTs are a thing of the past.Really just need to say ""vaccinated = OK"" because that really is all we have at this point",,
789,@KatKatsebo @SaiKate108 Omicron in COVID and C-19Mobile PhoneAnthropomorphization of subject-object-subject relationship in Theocratic to Therapeutic Relationship in Medicine.'He's got the Whole World in his Hands' songhttps://t.co/KAWqwTFGam,,
790,@MarkLevineNYC I only know that there’s no way I could get vaccinated in Italy. I am overdue for a booster. They are vaccinating people who have Italian health cards.,,
791,@markthomson @AnnastaciaMP Is that your only reason to be vaccinated?,,
792,"#VaccineMandate nywe nywe nywe ""please guys go get vaccination you're putting our lives in danger""🤔 boom another Variant🤷‍♀️ heeeee abantu babuncu shame.... Don't you see that we're played, controlled and probably we are going to be killed... Because we accept yonke into le 😏",,
793,"Coronavirus live | COVID-19 variant spreads to more countries as world on alert Coronavirus live | COVID-19 variant spreads to more countries as world on alert Britain, Germany and Italy detected cases of the new Omicron coronavirus variant on... https://t.co/fpNaONbAvp",,
794,"I wonder what Vaccine Boris and his pals have shares in now? Cos it's going to be ""offered"" to us real soon I'm sure.",,
795,In Germany. Assisted Death is only allowed for the vaccinated.,,
796,@gregseeds @OnlyInBOS I just want the pandemic to wind up so I can safely travel in search of pastries again,,
797,@RandPaul Why don’t you take some of the profits from your COVID insider trading and buy a new toupee?,,
798,@john_ryle @DuncanBannatyne Nah it’s just all the games they play. It  finally caught up with them the same time as the vaccine came out. Purely coincidental,,
799,I read that Moderna is already working on a booster just for the new Omicron Variant.  This is all about money to these companies. Are we supposed to have this poison shot into our veins every time a new Variant of concern pops up? Remember that these vaccines effect the heart.,,
800,"@bbc5live Reggae Walk of Fame at the #Trelawny #Stadium #Falmouth is now Covid19 compliant as an #JTB LICENCED Attraction. Cruise compliant TBA, Reggae 4-20-2022.  18764358401 4049104463 Reggaeinthesun@gmail.com Sponsorship partners welcome. Tell a friend. Seen?love",,
801,@yodanschlo @StrangRobert Well to be clear I said a brief pause from sone countries to reduce travel but the most Impt thing is continued border testing with other PH measures and excellent testing / surveillance with more vaccine are the best answer while we travel modestly,,
802,"@FacePlantt44 @ProudOldSoldier @chrissmithonair Not yet, but the South African Health Minister said it was only mild, so he'll be dying of covid induced ""suicide"" soon...",,
803,@ellymelly #Omicron is a scrambled #Moronic,,
804,"@joncoopertweets Doubtful. There are a lot of dumb people pretending covid19 does not affect them. As long as the nonconformists pretend, the variants develop.",,
805,Pussy from a girl who is fully vaccinated,,
806,COVID-Positive Czech President Appoints New PM From Plexiglass Cubicle https://t.co/qBXHkGBdZf,,
807,@shay_fleishon The only real difference is vaccinations into the equation with over 50% of the world with at least 1 dose. Selective Evolution to escape vaccines maybe? Quite a bit of gene changes to the spike proteins...https://t.co/Y07GfONlgX https://t.co/qtrTHLJuaO,,
808,More than 50m people in UK out of 66m have had at least 1 jab - almost 9 in 10 over 12 with 1st jab &amp; 8 in 10 with 2nd. That is bigger than any referendum that any want 2 c implemented &amp; bigger than any General Election total turnout. #GetVaccinationDone https://t.co/irKdzyewyV,,
809,@DonnyThePants @RealCandaceO How do you make any sense when 70 to 80 percent of the population in the US is vaccinated.  Cmon man,,
810,@joncoopertweets VACCINES WORK. TAKE YOUR BOOSTERS. DON'T LISTEN TO PEOPLE TELLING U TO USE PET MEDS FOR COVID.TAKE THE VACCINE!!!,,
811,Biden and Harris briefed as US braces for arrival of Omicron Covid variant https://t.co/KOzz82c8XL,,
812,"@frkeithv Right, but we have doctors appointments and need groceries. And if you go to a party with your vaxxed friends, and get a mild case, you can spread it to us at one of the few places we both go.This newborn caught Covid in the emergency ward, where she went for her RSV. https://t.co/0nFSdNgo8w",,
813,"@boulezian Unvaccinated people shouldn’t be running amok.  Compulsory vaccination for public jobs, travel, social gatherings should be the norm.",,
814,"@EbolaPhone @LawrenceGostin Dutch authorities confirmed that 13 passengers have the Omicron variant. But, 61 people did test positive (presumably 48 have a different variant; probably Delta).",,
815,"INactivated, adjuvanted COVID-19 vaccine candidate, VLA2001. https://t.co/dngfP5ydCX",,
816,"#COVID19 Will we survive? Is this an extinction level event?Is it possible scientists are working on the virus itself, improving it? https://t.co/32sMNxAD5M",,
817,#e_RadioUS Keira Knightley reveals she has COVID-19: “I’m feeling pretty rubbish” https://t.co/g67eOGyNWK,,
818,"Virtual worship has sustained many during the pandemic, Marquand Dean Awet Andemicael notes. However, ""it’s really irreplaceable to be in physical proximity, to feel the physical vibrations in our bodies.https://t.co/oVeBY4OhOQ https://t.co/LqzOvYph2y",,
819,I Did It My Way (And Failed) #writingcommunity #essays https://t.co/kwgBx0M778 #comedy,,
820,"@ReallyAmerican1 I always wear a mask. Everyone else should too, regardless of vaccination status.",,
821,In 2020 during the peak of the Pandemic my husband and I started our own small business in Jim Wells County. We wanted a local marketing group that would help support others to achieve their dreams with affordable resources. https://t.co/tIzCyP29AN #SmallBizSat #jimwellscounty https://t.co/UhqBm10PVX,,
822,@BrndBenjamin Omicron Omacron,,
823,"@TheBroncoBill @covid_clarity ""Unvaccinated have higher per-capita rates.""Right there in the tweet. I get your graphic is illustrative only, but the vax/unvax rate in MN is ~2.5, instead of the 7 or 8 your graphic shows.",,
824,"@russellalford_ Hi Russell, Walk-in booster vaccination clinics are open to different groups on specific days and times. You can see this information here: https://t.co/2ew0ZKomar",,
825,"“When President Trump took bold and decisive action in February 2020 to impose travel restrictions into the United States from coronavirus hot spots, Joe Biden attacked him, calling this decision a disgrace and xenophobic""Read more from the @nypost 👇https://t.co/tJpxuZccZI",,
826,Have you heard about the #OmicronVariant?@Reuters talked with one of the first doctors who discovered it in South Africa last week. https://t.co/kQRA0reP9F,,
827,"The ministry pointed out that new variants had been discovered in other parts of the world.""Each of those cases have had no recent links with Southern Africa, but the reaction to those countries is starkly different to cases in Southern Africa,"" it said https://t.co/z5cGHFnZIv",,
828,How the COVID pandemic changed #digital #journalism https://t.co/B3t3uwmzcI via @ConversationUK,,
829,"@InFineVitae @anthonycwalker It’s not emphasizing irony. It’s mocking dead people and lacking compassion. But disgusting people have always existed in this world. By the way,  it’s just as easy to cherry-pick a list of people who died with the vaccine.",,
830,"every fucking morning on this goddamn planet i wake up and immediately go ""oh no, i cant taste anything, the covid has finally got me""forgetting that the inside of your mouth ISNT SUPPOSED TO TASTE LIKE ANYTHING OMG",,
831,"@felix_ellis What about the vaccine rollout.Far more important than f*uking bull. PM got his booster shot, Federal government sent letter saying get booster shot, but doctors say no boosters until February. Big disconnect between Federal &amp; this state. WTF is going on? DO YOUR JOB USELESS MAN",,
832,@Myberns1 Not until we know it's here! At least New York seems to be preparing! I hope anyone returning has to quarantine for 14 days!,,
833,"@Sentletse Wena o bereka ka leplanka,sponge le masela for furniture otsebela kae gore vaccine that you took works",,
834,"@OPMAEX @fitterhappierAJ To answer the question in the tweet you shared, because subsequent Covid waves have put enormous pressure on healthcare services, pushing back needed medical treatment and causing some people to bit seek help altogether, leading to excess mortality not from Covid",,
835,#ScottyDoesNothing I need more money for booze.  Need another lockdown fast.,,
836,@BorisJohnson Closed the boarders if your that serious . the covid legislation was piggyback on existing law designed to stop infectious diseases coming via docks and ports .just turn a blind to illegal entry into the UK .,,
837,"Consumers are eager to travel again. Unfortunately, fraudsters have their own plans. Watch this on-demand webinar to learn your banks can protect customers in the post-pandemic world. #fraud #fraudprevention #financialcrime #RiskOps https://t.co/G0J5kFR97G",,
838,@CunningRedvers @UKCovid19Stats Elmbridge currently third highest local authority in England for the number of COVID cases today - and that’s pre-Omicron,,
839,"@YardleyShooting ….and when you do get Covid, they won’t say the vax doesn’t work, they’ll blame the new variant.",,
840,@cap_zay @SimplicityCapi1 @treesieT @vijay9933 The trends in the Netherlands are concerning if it is a result of Omicron spread. Likely means that we'll see more lockdowns globally. https://t.co/i5LJdjH1m3,,
841,"WHO Flags Omicron Risk, Travel Curbs Tighten, Biden Urges Vaccination https://t.co/mtJKxJE6pN",,
842,Check out my latest article: Omicron and the Secret of Covid https://t.co/CI0LkJNlO9 via @LinkedIn,,
843,"@DawnBlueberry The vaccinated spread &amp; contract the virus just as easily as the unvaccinated, Dr. Blueberry…🙄 https://t.co/UXRtuBYDjD",,
844,@EricMMatheny @mammoth_trump45 Omicron Moronic.New favorite anagram. Seriously trending. #MoronicVariant,,
845,@Don__Luigi @theonejoeyd @BallouxFrancois That's not living with Covid - that's living with Johnson's Tories.,,
846,"@VincentRK Vaccines don't stop transmission, infection, or hospitalizations.It's easy to see who's right and it's not the vaccinated....",,
847,@RichardS_1987 @theonlywayisup @Super_Sage @perecastordaix @JonathanPieNews Youre also almost certainly assigning vaccine efficiency to millions of people who've got immunity because they had the virus.,,
848,@Nicholas8645113 @FoxNews Probably because most people are generally reasonable about the vaccine. It’s really the mandates that people object to. Only the crazies are actually afraid of the vaccine itself.,,
849,Being healthy is  underrated #Covid_19,,
850,@dgmoore75 The pandemic was such a surreal event that many ppl's disbelief in their otherwise ordered world lead them to believe the pandemic or govts reaction to it was a programmed conspiracy. They can't believe that any state interference in their personal freedom isn't designed for..,,
851,37681 people tested positive for #COVID in the UK is the latest data for 2021-11-28 @sgsssouthall @ealingcouncil #StaySafe #WearAMask,,
852,"“The overall message however remains that vaccination is important and boosters are extremely important and the UK has also said it will be looking to accelerate its programme.  ""We too will be considering all these aspects.",,
853,"Well, if even @latimes   reported it, then yes.https://t.co/SAiwQGQMnM https://t.co/Pqx6KIuQQw",,
854,"@davesplace66 @SPhone568 So during the lockdowns did nobody stop you from going to a pub, restaurant, museum or cinema? 😂 You must be very special because none of the rest of the population were allowed to go 😂Countries are issuing covid passports and barring citizens for accessing certain places.",,
855,"@HakimAbdi Yes, this is legit. SafeAccess is our vendor that we are using to verify people’s vaccination status. #AGU21",,
856,"@MnmsurfinLang @yigsstarhouse Dr Jessica Rose says, that in the US:- A hundred thousand 5-11 year olds reported adverse   events in just 2 weeks following COVID-19 injections - 1 in 10 kids have had an adverse reaction- in 82% of the reports, onset of symptoms WAS   IMMEDIATE https://t.co/pCyV88dVln",,
857,I'm still putting this #Omnicron matter and the entire racist #Covid narrative squarely on us.... This is our responsibility coz we elect useless leaders who are again asleep at the wheel 🤷🏿‍♂️🤷🏿‍♂️ https://t.co/F4GbAgMAZp,,
858,@stormnelius @DeLo_77 @JBHinOC @ScottGottliebMD lol… keep liking candace owen’s tweets on COVID… i’m done wasting my time,,
859,"@bobhewitt17 @MMaureen01 @laureleccles @jeremycorbyn @DerbyChrisW 🙏We’ve been following each other for months, but progress has been very slow due to the #COVID19 pandemic. What is needed is a catalyst: @jeremycorbyn. JC &amp; @DerbyChrisW together will galvanise the electorate again &amp; cause a political earthquake!👋",,
860,@fleaflicker44 @mgolding76 @Keith040856 @OldWivesTails @piersmorgan It does infuriate me that the death figures are those with covid within 28 days but not necessarily died from covid but I don’t know the answer to more accurate data tbh,,
861,"When your smart enough to know, that the Omicron, might be real https://t.co/SrcP0CTt8p",,
862,"Next two #Islanders games postponed, including Sunday game with Rangers, as team COVID outbreak lingers. https://t.co/XZCJ0O9XIr",,
863,"@Sars2_Club @joaquinlife Iowa never had masks in any cohesive way, except for schools for a handful of months during the winter of 2020-2021. Only 14 districts out of 327 have full mask mandates now in Iowa. The pandemic ended, according to our state public health department and our Governor.",,
864,@RepStefanik the party that applies choice and freedom to a deadly virus is arguing that they don't apply to deadly drugs? lol. it's a personal choice to not get a vax and not wear a mask and die from covid? so it's a personal choice to do illegal drugs and die from it too.,,
865,"Finalmente un commento normale:A. Coetzee, chairwoman of SAMA (the South African Medical Association):“Yes, it is transmissible, but for now, as medical practitioners, we do not know why so much hype is being driven as we are still looking into it”. https://t.co/pFQsqeZvX1",,
866,#Omicron South Africa Egypt Turkey https://t.co/aF2ymSp8XT,,
867,"This is literally why travel bans don’t work, which we knew before the pandemic began, but like so many other things, we choose performance over science. https://t.co/0y8nWwsEJJ",,
868,Interesting thread on changes in early genome sequences from China and Moderna  Vaccine by @MartinaSisters  #RattusNorvegicus https://t.co/qdq9VY36Cr https://t.co/7hsyHsn8CR,,
869,"@JerryDunleavy Yes, but we are treading uncharted waters with the omicron variant. Until we fully understand it (hopefully in a couple of weeks), the prudent thing to do is to hope for the best and prepare for the worst.",,
870,Germany .. Pressure to impose more restrictions increases with the spread of “Omicron” https://t.co/jJrUd0bO4J,,
871,"@MartinJBern @amcelha3 @jimdtweet @ejwwest @BubbasRanch @Kenneth72712993 @JohnDublin10 @4Clearsky @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof Still scared because you don’t know.  Fine, an hour?  Thats fair.",,
872,@gillyg2003 @sandjo5 @GillianOttaway @jonlis1 I travelled over from France in the summer and did the 10-day isolation at my mum’s. Will also be travelling over in 3 weeks time for Christmas and will be doing the same. Just wish the results of the PCR didn’t take so long as was hoping to get my booster jab before Christmas 😤,,
873,"@DrMendalias Dr Youarestupid it's in your name,but it's what I would call https://t.co/oQE9A2by0j's because of idiots like yourself that the truth gets jaded.People have died after receiving the vaccine, it's disgusting that you can mock this.Enjoy taking your annual jab.Hope you survive.",,
874,Munster player tests positive for Covid-19 in South Africa https://t.co/4Qcg0if9X2,,
875,"In response to the question ""are you Pfizer or Astra-Zeneca?"" my answer is now "".....both."" #illtakeanything",,
876,"“Omicron variant 😳 Are we ever getting out of the pandemic?“ with @docdanmd, @drcindymduke, @allergyhealth, @drleslieannmd, @keishaydavis, @drgeoffreymph, @sharonsmithmd, @vindeitch, @docnellcam, @solysolz. Today at 3:30 am on @clubhouse! https://t.co/J1XKGLZOIO",,
877,"Still need your #COVID19 vaccine? Check out the upcoming clinics this week. View more information, including walk-in and appointment requirements online at https://t.co/bDrBGiIgMj. #CommunityImmunity #GetTheVaccine https://t.co/bFjSVLLS08",,
878,"@paula_sb23 @devisridhar The Interim Advice included all on the flu jab list, ie ICS users, but they changed it last minute to 2+courses of OCS in the 24 months preceeding 14/09/21. Many have shielded and not caught viruses in that time, haven't needed OCS and so have been excluded.",,
879,"“While scientists say there is reason to be concerned over the variant, they stress there is still a lot we don't know…” https://t.co/1Cx54kue4y",,
880,@jeffm1981 @FozzyBearPDX @MonicaGandhi9 @TimesofIsrael Seriously don’t get how people don’t understand that fully vaccinated people tested positive way before Omicron strain existed lmao. A + test tells us nothing about vaccine breakthrough. The fact that vaccinated aren’t getting very sick is a good sign the vaccine works against it,,
881,#MelbourneprotestWho wants to make a bet on how long it takes Dan to lockdown Melbourne over the Omicron variant?,,
882,Here's the latest news about the new omicron variant. https://t.co/KgBjjJ4DRk,,
883,@aj_narasimhan @jonmachota Or is it like the flu?? With all the players/coaches that have contracted Covid how many have died?,,
884,@JackPosobiec Thats the pandemic...,,
885,"@martyandchris @rufusgifford Being compassionate doubled the price of gas, raised inflation to record levels, let millions of illegal immigrants into the country with covid, that's proven, and covid actually being worse this year with a ""vaccine"" than last year.  Yeah, compassion shouldn't be in the WH.",,
886,"@profnfenton Covid Hospitalisations &amp;/or deaths should be categorised as under…1. Unvaccinated: Never been jabbed2. Partially vaccinated: Jabbed one dose, or &lt; 14 days since 2nd dose.3. Fully vaccinated: &gt; 14 days after 2nd dose.I bet 95% will be seen within groups 2 &amp; 3.",,
887,Omicron doctor says symptoms different to Delta and most cases are only ‘mild’ https://t.co/eyIETNzT7O,,
888,How to vote safely in the COVID election https://t.co/2PW91pEMqb,,
889,"@Cecil_234 Oh LORD... At this rate, we'll never be free from this pandemic... We'll never win... 😩",,
890,Only fully vaccinated travellers from the UK allowed into Spain from December 1st https://t.co/q2lRFgmuKd,,
891,@PoliticsForAlI South African official says the variant causes mild disease https://t.co/sn7nwg0gHz,,
892,@nytimes None of the decision makers care whether omicron would be more transmissible or about hospitalizations / severe illness. They already know it's not. They need an excuse to sell more vaccines.......,,
893,Use Apple Wallet to store your COVID vaccination card. Here's how to set it up - CNET: #Tech #Data CC: @motorcycletwitt @mikequindazzi https://t.co/HEjdTqans8 https://t.co/OtHzcrAJ30,,
894,@TamilTheHindu Covid cases were increased after Namste Trump. My wish is same shouldn't repeat after Putin..,,
895,"@amrakunj As Germany stated by the end of winter people will be vaccinated recovered or dead, let’s see how loud anti vax’s are in summer next year, 98% of all people in icu’s are unvaccinated, let’s charge all unvaccinated to help pay the mental health bills of the angels caring for you",,
896,India A face South Africa A in 2nd unofficial Test amid threat of new COVID-19 variant | Cricket News – Times of India https://t.co/Q3ugoClKVX,,
897,"this is my Aunt, she had both of her pfizer vaccines. this is her now!  https://t.co/MK7ERlL4cS",,
898,"@kevinrns COVID 19  is  a  biological  weapon: The  objective  of  this  pandemic  is  to  destroy  the economies of China’s geopolitical and regional rivals (The  United  States,  UK,  India and Brazil): https://t.co/CRncflXFiz",,
899,"@Knight2Archer @fraudfauci1 @maxy_durand @ZubyMusic Selfish? My vaccination status has zero bearing on anyone else, you keep muttering the MSM mantra, good luck again, who in their right mind trusts the government? Who in their right mind trusts Big Pharma? Again, have fun hope you do well with your boosters for life. https://t.co/kp1IksFKw3",,
900,"With Biden, it is unlawful for mandate of vaccine due to illegal local health.",,
901,"@Guilfoyle4 @globalnews Omicron variant first found in fully vaxxed people. Enjoy Christmas lockdown with everyone, jabbed or not. 🤣",,
902,@HeymanHustle @WWERomanReigns @WWEUsos @WWEBigE @AustinCreedWins @TrueKofi @peacockTV @WWENetwork @WWEonFOX @btsportwwe @barclayscenter Ar you as bord aas I am in this quarantine?,,
903,"You think you're helping us by not wearing masks or getting vaccinated? We had 1,403,477 tests on the 14th.If every test averages $120 well we we gave big pharma $168,417,240 in just one day.You all are ruining our country HYPOCRITES. https://t.co/cKtWdoxIrd",,
904,"@Plimma_J @of_davey @TheBloodGuy3 @ryanciminski But the flu shot isn't a vaccine either. You can do an internet search on the effectiveness of the shot and it is different every year. Funny thing about the flu shot, it boils down to ""an educated guess"" on what strains are going to be present this year",,
905,@afowler06 I was in hospital back in Jan with covid it developed into pneumonia it was a scary time.I am now fully vaccinated and had a booster today.However I agree enough is enough we need to move on.I will happily protest along with the unvaccinated because even the vaccinated had enough,,
906,"@NBamford3 Omicron causes myocarditis and blood clots, dontcha know? https://t.co/Dc0A5JKPJr",,
907,More than 50% #COVID19 cases from the most educated state of India is #Kerala on daily basis ……..Wow !!!!!,,
908,@dealatrip Yes but she wants an 8 day quarantine &amp; an additional test - not everyone can isolate for a further 10 days. I am so done with this government &amp; their knee jerk reactions,,
909,Well said sir! Another video the #world should see and listen to #COVID19 #covidvariant @BBCWorld @SkyNews  @WHO @CNN @FoxNews @SABCNews @ewnupdates @eNCA @euronews https://t.co/0aBqJ0CKZN,,
910,"@BigIndianGyasi I had the J&amp;J for my initial vaccine and just yesterday I got my Moderna booster. Other than a sore arm over the first 24 hours with both, I’ve not experienced any other issues I’m 55, cancer survivor and have a-fib but feel fine.",,
911,"@fox13seattle “The new Omicron variant of the Coronavirus results in MILD disease, WITHOUT prominent symptoms.” -Angelique Coetzee, the chairwoman of the South African Medical Association.",,
912,"@Fisheagle1994 @AsandaUnathi2 @Derek_Hanekom You have skipped the question, lets go back: if people dont jab, how does that affect you who have jab ??? Lets deal with that first",,
913,"@Just_Kram @RevengeOfTheMoo I get the slippery slope argument here and I suspect, though, that it's a socio-economic agenda that is driving this bifurcation. e.g. many of the #VaccinePassports protesters are actually vaccinated and, like me, are opposing the socio-political actions and consequences.",,
914,"@firefoxx66 @nextstrain @firefoxx66 Can you tell why 21H #Mu is almost unknown to a wide audience, while #Omicron became famous in a few days?",,
915,@phyzerbunny @10DowningStreet Didn't happen in Japan. See https://t.co/tAPg7z3vvx,,
916,@EDenhoff @sabrinagrover @KenBoessenkool G20 needs to pay for Global Covid Vaccination!,,
917,Sushmita Sen shares her experience of shooting for 'Aarya 2' amid pandemic  https://t.co/oxxCbANRc5,,
918,"Why the Omicron variant is dangerous?  Omicron’s Spike is so heavily mutated concerning antibodies produced in the human body after vaccination, which target Spike protein.Comparison between Delta and Omicron :Red spots are mutations. https://t.co/wN60EYiHq7",,
919,On Friday I was at Chris’s funeral in Oban. He’d been a friend since school. He died because of Covid. I was holding it together until they played this as we filed out of the church. Don’t you dare tell me this is over. https://t.co/HwB5fxDOSX,,
920,The new guidelines will come into effect from the midnight of December 1.#NewGuidelines #COVID19 #Omnicron #InternationalPassengers https://t.co/QjXf2Y1RR6,,
921,"When Omicron is identified in England vs when Omicron is identified in Scotland, according to @BBCNews.https://t.co/roxwLOhsVPhttps://t.co/ELWvtU5QcAThere is no @BBCEngland https://t.co/K4Kfmrm1A1",,
922,@GMB @British_Airways @NickDixonITV Will flights to the Netherlands be cancelled due to partial lockdown?,,
923,Honestly it's a matter of time that my family and I get covid even when we are vaxxed.,,
924,@MatthewStadlen @EssexPR Look at how many people like your tweet. Covid is more popular than you 😂😂😂,,
925,"‘Forget About the Travel Bans, Let’s Go Vaccinate the African People’: CNN Medical Analyst Emphasizes Vaccines to Combat Omicron Variant https://t.co/HCyjq6oxSn",,
926,@Im__Ken @American_Alley2 @SsdHvn @TMzedg @Vet4DJT @duckusa @Elissa4R @TC_Rh25 @keith0sta @1Gforce45 @FreeLucy3 @Josearoni10 @emma6USA @Aggieman20 @twnkltwinkle @MishaO1989 @timfisher836 @TheGrayRider @D3Deplorable @TrumpPuppy9 @PauWitkowski @TrishForTrump @Rightalways19 @MAGA__Patriot @Bellamari8mazz 100% of Covid-19 is the Xi Variant,,
927,@BailieCandace @Numbers28 @ron_humphrey We’ve promised far more than we have delivered. https://t.co/e58ciVs2md,,
928,@CryptoWhale Omicron is the future bruh. ! To the moon https://t.co/ZJpKqrWTjp,,
929,"We suck. I mean JesusMaryandJoseph,,,,we seriously suck. Wear a damn mask. Go get the vaccine. https://t.co/4fRkMgLKCK",,
930,@WHO let the #COVID19 out... #WHO let the #DeltaVariant out...#WHO let the #OmicronVariant out....WHO... WHO...  WHO...#covidvariant #Omicron #DeltaVariant #COVIDIOTS,,
931,https://t.co/l1wVFLla4lLet's Talk is supporting the UN's campaign to stop violence against women and girls.  Change starts with you and me.#16-days-of-activism-2021💛💚💙,,
932,@DanCrenshawTX No dummy . Lockdowns are temporary measures to give hospitals breathing room while they clear the beds in high COVID situations. Hate stupid people,,
